Category_Value,Count
zip:15208,120112
zip:15209,101493
zip:15210,1347214
zip:15211,191736
zip:15212,12409110
zip:15213,708280
zip:15214,7030
zip:15215,385668
zip:15216,298167
zip:15217,732239
zip:15218,527879
zip:15219,50303
zip:15220,115809
zip:15221,1418976
zip:15222,167372
zip:15223,2039
zip:15224,114985
zip:15226,176034
zip:15227,515259
zip:15228,162165
zip:15229,102431
zip:15232,229499
zip:15234,52798
zip:15235,1718657
zip:15236,443748
zip:15237,518052
zip:15238,115423
zip:15239,419596
zip:15241,138407
zip:15275,29095
zip:15301,706201
zip:15312,49632
zip:15314,6001
zip:15317,501423
zip:15320,707588
zip:15322,93555
zip:15323,10947
zip:15325,42026
zip:15330,31263
zip:15331,29460
zip:15332,25814
zip:15333,2453
zip:15340,866
zip:15342,86694
zip:15351,10777
zip:15357,96678
zip:15360,48221
zip:15367,1167
zip:15370,210784
zip:15401,1249765
zip:15413,20012
zip:15417,475875
zip:15419,49188
zip:15420,23321
zip:15423,200169
zip:15425,605315
zip:15436,104304
zip:15437,99167
zip:15438,8262
zip:15442,9659
zip:15458,117418
zip:15461,213570
zip:15468,6706
zip:15469,4741
zip:15473,57641
zip:15474,16673
zip:15475,7230
zip:15477,144561
zip:15478,225975
zip:15479,17278
zip:15490,757
zip:15501,503822
zip:15521,565
zip:15522,304163
zip:15530,62182
zip:15531,15637
zip:15533,6898
zip:15535,45178
zip:15537,86740
zip:15541,6016
zip:15545,8016
zip:15554,36654
zip:15558,51653
zip:15559,17547
zip:15601,1791992
zip:15610,208473
zip:15613,922202
zip:15618,1168
zip:15622,62102
zip:15627,37415
zip:15628,10660
zip:15637,69811
zip:15642,1170890
zip:15644,118637
zip:15650,457043
zip:15656,166633
zip:15658,210021
zip:15665,10898
zip:15666,2150
zip:15668,153971
zip:15670,701
zip:15672,11481
zip:15679,75516
zip:15683,205094
zip:15686,20062
zip:15687,123228
zip:15690,39052
zip:15698,11768
zip:15701,429450
zip:15714,289093
zip:15717,417606
zip:15725,3708
zip:15728,10431
zip:15748,201811
zip:15767,190025
zip:15772,4364
zip:15774,4499
zip:15801,419782
zip:15824,59429
zip:15825,124274
zip:15840,55737
zip:15851,61505
zip:15853,302732
zip:15857,637515
zip:15902,135770
zip:15904,380034
zip:15905,1496309
zip:15906,64962
zip:15921,43598
zip:15924,32227
zip:15926,19885
zip:15931,51225
zip:15936,22145
zip:15938,220719
zip:15940,5088
zip:15943,134306
zip:15944,11041
zip:15946,345043
zip:15954,17294
zip:15955,10734
zip:15956,114388
zip:15958,13902
zip:15960,97587
zip:15963,485103
zip:16,1465
zip:16001,1425324
zip:16002,288379
zip:16025,165257
zip:16028,4722
zip:16033,4367
zip:16037,8462
zip:16038,6056
zip:16046,158550
zip:16050,1822
zip:16051,69241
zip:16055,49044
zip:16056,95608
zip:16057,536024
zip:16059,65940
zip:16061,5109
zip:16063,97277
zip:16066,371242
zip:16101,1192604
zip:16102,80640
zip:16105,223464
zip:16115,780
zip:16116,24669
zip:16117,556694
zip:16121,911
zip:16125,289837
zip:16127,96793
zip:16130,3532
zip:16131,6822
zip:16137,32326
zip:16145,75705
zip:16146,599068
zip:16148,1259762
zip:16150,70646
zip:16156,8430
zip:16159,82868
zip:16201,499883
zip:16214,198781
zip:16222,183008
zip:16226,309083
zip:16229,3419
zip:16232,144921
zip:16233,2720
zip:16240,88269
zip:16242,36955
zip:16248,202480
zip:16254,72545
zip:16301,503028
zip:16313,48479
zip:16316,40200
zip:16323,594840
zip:16335,1501022
zip:16341,5590
zip:16345,35392
zip:16346,1937
zip:16347,97788
zip:16350,32804
zip:16354,386024
zip:16362,35678
zip:16364,34126
zip:16365,368536
zip:16371,60027
zip:16407,134312
zip:16412,128013
zip:16415,363760
zip:16417,380788
zip:16423,16205
zip:16424,14010
zip:16428,111701
zip:16434,13087
zip:16441,34909
zip:16442,42369
zip:16502,42319
zip:16503,409784
zip:16504,396508
zip:16505,3480
zip:16506,834811
zip:16507,15633
zip:16508,174389
zip:16509,1137631
zip:16510,156689
zip:16601,1176141
zip:16602,1047994
zip:16611,24591
zip:16613,407
zip:16625,43502
zip:16627,29179
zip:16635,203775
zip:16637,12404
zip:16641,115997
zip:16646,9199
zip:16648,473391
zip:16650,6617
zip:16651,6405
zip:16652,360421
zip:16655,476
zip:16656,24434
zip:16662,34621
zip:16664,2090
zip:16673,26600
zip:16674,2655
zip:16678,20745
zip:16679,46144
zip:16686,140317
zip:16695,4936
zip:16701,505833
zip:16720,11322
zip:16729,849
zip:16735,181607
zip:16743,42363
zip:16748,38117
zip:16801,236136
zip:16802,6062
zip:16803,97135
zip:16820,45199
zip:16822,3610
zip:16823,78106
zip:16827,8232
zip:16830,174298
zip:16836,4745
zip:16839,3377
zip:16841,15840
zip:16844,100845
zip:16854,6481
zip:16858,62177
zip:16866,207098
zip:16870,660
zip:16872,32880
zip:16875,24864
zip:16877,32585
zip:16901,416514
zip:16914,42093
zip:16915,106488
zip:16923,16973
zip:16925,59742
zip:16933,173801
zip:16936,8961
zip:16937,11626
zip:16942,20171
zip:16943,901
zip:16947,22158
zip:16948,10373
zip:16950,86637
zip:17003,3501
zip:17004,8812
zip:17006,6749
zip:17007,52859
zip:17011,641534
zip:17013,656029
zip:17015,394577
zip:17016,7686
zip:17018,39006
zip:17019,235510
zip:17020,136752
zip:17022,257791
zip:17023,24901
zip:17024,60860
zip:17025,122902
zip:17028,31454
zip:17032,147734
zip:17033,143784
zip:17034,6590
zip:17036,378705
zip:17040,34312
zip:17042,1292947
zip:17044,469332
zip:17045,33338
zip:17046,381778
zip:17047,1927
zip:17048,39328
zip:17049,53841
zip:17050,360188
zip:17051,1370
zip:17055,581924
zip:17057,218380
zip:17058,37355
zip:17059,84496
zip:17061,25606
zip:17062,1885
zip:17063,1108
zip:17065,44776
zip:17066,235146
zip:17067,94614
zip:17068,59070
zip:17069,5024
zip:17070,139533
zip:17073,78617
zip:17074,38447
zip:17078,413304
zip:17082,17160
zip:17084,49065
zip:17090,27669
zip:17098,19677
zip:17101,53541
zip:17102,85640
zip:17103,343782
zip:17104,1676571
zip:17109,114831
zip:17110,1289386
zip:17111,1040453
zip:17112,1024340
zip:17113,155598
zip:17128,1922566
zip:17201,852939
zip:17202,987651
zip:17210,61690
zip:17211,139033
zip:17213,12634
zip:17219,35836
zip:17220,455
zip:17221,24143
zip:17222,38000
zip:17224,3005
zip:17225,250562
zip:17233,56461
zip:17236,287721
zip:17241,427497
zip:17243,11311
zip:17244,24897
zip:17250,5456
zip:17252,37013
zip:17257,243767
zip:17260,102548
zip:17262,20414
zip:17264,46145
zip:17267,49042
zip:17268,756978
zip:17271,68635
zip:17301,22587
zip:17304,68337
zip:17307,104932
zip:17313,126059
zip:17314,70661
zip:17315,2278
zip:17316,203936
zip:17319,245005
zip:17320,5782
zip:17321,94665
zip:17324,19104
zip:17325,693858
zip:17331,1068399
zip:17333,31945
zip:17339,10819
zip:17340,117051
zip:17344,4723
zip:17345,135197
zip:17347,395829
zip:17349,375198
zip:17350,52321
zip:17353,50625
zip:17356,495095
zip:17361,51147
zip:17362,214504
zip:17363,284351
zip:17366,54235
zip:17368,139855
zip:17370,13443
zip:17372,97086
zip:17401,329461
zip:17402,619865
zip:17403,1405446
zip:17404,1535783
zip:17406,295581
zip:17408,577337
zip:17502,1064
zip:17509,45632
zip:17512,310608
zip:17517,83816
zip:17519,33803
zip:17522,612431
zip:17535,5544
zip:17536,6848
zip:17540,74305
zip:17543,663039
zip:17545,92994
zip:17547,263134
zip:17551,5225
zip:17552,261743
zip:17554,29609
zip:17555,10078
zip:17557,356428
zip:17560,10064
zip:17562,3645
zip:17563,17601
zip:17566,200201
zip:17569,1618
zip:17579,102185
zip:17584,2888
zip:17601,694330
zip:17602,991940
zip:17603,1883315
zip:17611,9713
zip:17701,1065203
zip:17702,31733
zip:17724,221928
zip:17728,73599
zip:17737,126946
zip:17740,244378
zip:17745,725443
zip:17747,17448
zip:17751,102828
zip:17754,83001
zip:17756,142953
zip:17771,14014
zip:17772,77221
zip:17777,71237
zip:17801,146030
zip:17810,1517
zip:17812,6672
zip:17814,601
zip:17815,505202
zip:17821,210793
zip:17823,95442
zip:17824,6914
zip:17834,134727
zip:17837,259819
zip:17841,13952
zip:17842,91651
zip:17844,380987
zip:17847,84750
zip:17851,242925
zip:17853,35681
zip:17856,36685
zip:17857,50449
zip:17864,447
zip:17866,146536
zip:17870,186982
zip:17872,300834
zip:17878,20477
zip:17901,706451
zip:17921,81219
zip:17922,3024
zip:17923,85101
zip:17931,27953
zip:17935,942
zip:17948,18441
zip:17954,34633
zip:17959,5094
zip:17960,21062
zip:17963,27594
zip:17972,208836
zip:17976,27457
zip:17980,57006
zip:17981,214920
zip:17983,10374
zip:18013,319216
zip:18014,87832
zip:18015,595138
zip:18017,783349
zip:18018,817037
zip:18020,819349
zip:18021,4866
zip:18031,76436
zip:18032,248743
zip:18034,19369
zip:18036,118406
zip:18037,191025
zip:18038,5182
zip:18040,155821
zip:18041,19257
zip:18042,1354012
zip:18045,724949
zip:18049,163907
zip:18051,6830
zip:18052,290919
zip:18053,3560
zip:18055,87452
zip:18058,111710
zip:18062,138468
zip:18063,204680
zip:18064,628825
zip:18066,11602
zip:18067,618285
zip:18069,60591
zip:18071,442339
zip:18072,58470
zip:18073,21026
zip:18074,12046
zip:18077,5488
zip:18078,135457
zip:18080,257244
zip:18088,76151
zip:18091,5073
zip:18101,15331
zip:18102,1226575
zip:18103,699772
zip:18104,1226229
zip:18105,2570
zip:18106,6063
zip:18109,328802
zip:18201,614209
zip:18202,158998
zip:18210,29003
zip:18220,9500
zip:18222,74693
zip:18224,7217
zip:18229,148946
zip:18232,67435
zip:18235,1094908
zip:18240,20482
zip:18249,4866
zip:18252,35719
zip:18255,109780
zip:18301,451452
zip:18302,625947
zip:18325,13261
zip:18326,146159
zip:18328,19239
zip:18334,76112
zip:18337,389824
zip:18344,105612
zip:18346,5344
zip:18347,36276
zip:18353,4156
zip:18360,1046082
zip:18403,84407
zip:18405,50705
zip:18407,276624
zip:18411,287748
zip:18419,96918
zip:18421,10028
zip:18424,154488
zip:18426,181985
zip:18428,63007
zip:18431,201772
zip:18434,110869
zip:18435,7427
zip:18436,176784
zip:18444,54633
zip:18445,61683
zip:18446,12569
zip:18447,330160
zip:18452,21299
zip:18465,35010
zip:18466,1034399
zip:18470,65361
zip:18472,7534
zip:18504,527370
zip:18505,663390
zip:18507,58700
zip:18508,132962
zip:18509,318785
zip:18510,324841
zip:18512,331476
zip:18517,13905
zip:18518,151376
zip:18519,41885
zip:18603,279028
zip:18610,216617
zip:18612,330860
zip:18614,103284
zip:18615,15647
zip:18617,12672
zip:18621,376933
zip:18623,65258
zip:18629,2156
zip:18630,57197
zip:18634,201355
zip:18640,376508
zip:18641,6632
zip:18642,3355
zip:18643,113152
zip:18651,28496
zip:18655,382787
zip:18656,99699
zip:18657,195587
zip:18660,29569
zip:18661,143006
zip:18701,50725
zip:18702,1628884
zip:18703,16188
zip:18704,870544
zip:18705,85103
zip:18706,131553
zip:18707,363739
zip:18708,213499
zip:18709,13816
zip:18801,97603
zip:18810,48692
zip:18812,3055
zip:18822,36745
zip:18826,1912
zip:18832,60568
zip:18833,24774
zip:18834,107986
zip:18837,50390
zip:18840,305297
zip:18847,85147
zip:18848,215760
zip:18853,98623
zip:18901,127427
zip:18902,59631
zip:18914,50954
zip:18930,22096
zip:18938,37579
zip:18942,130076
zip:18944,139144
zip:18947,13634
zip:18951,229923
zip:18955,1699
zip:18960,44196
zip:18964,73994
zip:18966,176870
zip:18969,89747
zip:18970,1360
zip:18972,73856
zip:18974,320555
zip:18976,53283
zip:19001,64250
zip:19002,157895
zip:19003,9910
zip:19004,102600
zip:19006,34948
zip:19007,634401
zip:19008,56020
zip:19010,12391
zip:19012,37862
zip:19013,933947
zip:19014,119470
zip:19015,375883
zip:19018,262090
zip:19020,762298
zip:19021,203991
zip:19023,850349
zip:19025,3433
zip:19026,549466
zip:19027,99341
zip:19029,18185
zip:19032,92869
zip:19033,73213
zip:19035,27363
zip:19036,492255
zip:19038,265401
zip:19040,33478
zip:19041,3895
zip:19043,2113
zip:19044,77229
zip:19046,122297
zip:19047,227422
zip:19050,1359115
zip:19053,95405
zip:19054,238899
zip:19055,175768
zip:19056,74565
zip:19057,132329
zip:19060,8824
zip:19061,225822
zip:19063,566638
zip:19064,117775
zip:19067,319647
zip:19070,8180
zip:19072,31296
zip:19073,14594
zip:19074,46753
zip:19076,147324
zip:19078,252160
zip:19079,152315
zip:19081,63930
zip:19082,1079562
zip:19083,639228
zip:19086,120223
zip:19087,17775
zip:19090,147754
zip:19094,22158
zip:19095,13340
zip:19096,21868
zip:19099,1366
zip:19102,60159
zip:19103,394039
zip:19104,1919565
zip:19106,322464
zip:19107,91036
zip:19108,26189
zip:19111,1241535
zip:19112,2034
zip:19114,235740
zip:19115,1010049
zip:19116,284707
zip:19118,163734
zip:19119,265223
zip:19120,5913348
zip:19121,2332306
zip:19122,65460
zip:19123,261915
zip:19124,12726796
zip:19125,803643
zip:19126,85775
zip:19127,3428
zip:19128,1339333
zip:19129,5182343
zip:19130,1745230
zip:19131,2158003
zip:19132,2516473
zip:19133,451982
zip:19134,5241954
zip:19135,939102
zip:19136,485329
zip:19137,4528
zip:19138,1194855
zip:19139,2001849
zip:19140,1585176
zip:19141,1122797
zip:19142,1845313
zip:19143,3797526
zip:19144,7254663
zip:19145,768527
zip:19146,933760
zip:19147,1014597
zip:19148,493429
zip:19149,1051788
zip:19150,267388
zip:19151,1158714
zip:19152,269423
zip:19153,144419
zip:19154,316880
zip:19301,30475
zip:19311,85423
zip:19317,1906
zip:19320,864397
zip:19330,5270
zip:19335,310863
zip:19341,103994
zip:19342,66293
zip:19343,3468
zip:19344,19837
zip:19348,110886
zip:19350,38160
zip:19352,15333
zip:19355,189200
zip:19362,2224
zip:19363,170037
zip:19365,31256
zip:19373,12311
zip:19380,302789
zip:19382,525311
zip:19390,109660
zip:19401,1017174
zip:19403,704638
zip:19406,252400
zip:19422,57769
zip:19425,51574
zip:19426,308432
zip:19428,93470
zip:19438,79683
zip:19440,1876
zip:19444,4062
zip:19446,473863
zip:19454,90526
zip:19460,578488
zip:19462,108096
zip:19464,1018771
zip:19465,97820
zip:19468,102186
zip:19473,29878
zip:19506,145905
zip:19507,42695
zip:19508,78098
zip:19510,41290
zip:19512,139587
zip:19518,274186
zip:19520,16990
zip:19522,39625
zip:19525,85713
zip:19530,154632
zip:19533,9867
zip:19534,9411
zip:19539,12242
zip:19540,238618
zip:19543,182499
zip:19547,5167
zip:19551,3988
zip:19555,23828
zip:19560,120690
zip:19565,897
zip:19567,527
zip:19601,1121825
zip:19602,142263
zip:19604,304057
zip:19605,247781
zip:19606,388868
zip:19607,118123
zip:19608,388677
zip:19609,136423
zip:19610,176013
zip:19611,30976
zip:19701,884677
zip:19702,778486
zip:19703,221040
zip:19707,78291
zip:19709,936026
zip:19711,477163
zip:19713,489357
zip:19720,1438236
zip:19734,16961
zip:19801,298433
zip:19802,1166521
zip:19803,235499
zip:19804,247501
zip:19805,1961553
zip:19806,156944
zip:19807,4136
zip:19808,783772
zip:19809,273961
zip:19810,641820
zip:19895,146020
zip:19901,1071838
zip:19904,1601270
zip:19933,30933
zip:19934,140305
zip:19938,71610
zip:19939,95588
zip:19940,22247
zip:19943,372384
zip:19945,171620
zip:19946,3259
zip:19947,128992
zip:19950,11253
zip:19952,69825
zip:19956,56747
zip:19958,619487
zip:19960,70356
zip:19962,181211
zip:19963,882316
zip:19964,1478
zip:19966,818653
zip:19968,659374
zip:19970,25816
zip:19971,426764
zip:19973,1075075
zip:19975,107105
zip:19977,454216
zip:2000,887
zip:20001,753858
zip:20002,6648375
zip:20003,843661
zip:20005,184462
zip:20006,4730
zip:20007,501129
zip:20008,663579
zip:20009,1540428
zip:20010,573928
zip:20011,3696748
zip:20012,15684
zip:20013,18278
zip:20016,383199
zip:20017,233237
zip:20018,4033931
zip:20019,4079382
zip:20020,3283944
zip:20024,222166
zip:20032,1232806
zip:20036,70447
zip:20037,7946
zip:20052,3607
zip:20103,13374
zip:20105,105248
zip:20109,178685
zip:20110,430762
zip:20111,41938
zip:20112,35864
zip:20113,2877
zip:20115,123078
zip:20116,25469
zip:20120,233994
zip:20121,134962
zip:20124,52587
zip:20130,11631
zip:20132,101451
zip:20136,22273
zip:20141,103306
zip:20145,1769
zip:20146,5576
zip:20147,634462
zip:20148,95688
zip:20149,6486911
zip:20151,70963
zip:20152,86244
zip:20155,268953
zip:20158,7981
zip:20164,238976
zip:20165,67373
zip:20166,3658
zip:20169,37714
zip:20170,106208
zip:20171,610734
zip:20175,27752
zip:20176,142613
zip:20180,51571
zip:20186,188387
zip:20187,236237
zip:20190,313587
zip:20191,189218
zip:20194,4209
zip:20540,3377
zip:20601,460280
zip:20602,613844
zip:20603,2617609
zip:20607,72982
zip:20613,332914
zip:20616,9421
zip:20619,227461
zip:20620,64052
zip:20634,91976
zip:20636,93272
zip:20637,60917
zip:20639,424370
zip:20640,158068
zip:20646,571201
zip:20650,250826
zip:20653,972034
zip:20657,270915
zip:20659,66231
zip:20662,79136
zip:20664,1121
zip:20676,32466
zip:20678,172429
zip:20685,27780
zip:20688,5150
zip:20689,42728
zip:20695,82767
zip:20704,128093
zip:20705,272982
zip:20706,1263459
zip:20707,456208
zip:20708,641467
zip:20710,45912
zip:20711,2036
zip:20712,2532
zip:20715,405387
zip:20716,765012
zip:20717,9027
zip:20720,442314
zip:20721,598161
zip:20723,718447
zip:20724,154127
zip:20732,287826
zip:20733,7040
zip:20735,866575
zip:20736,81107
zip:20737,89629
zip:20740,228734
zip:20742,30975
zip:20743,1365887
zip:20744,1807176
zip:20745,369863
zip:20746,980306
zip:20747,2628970
zip:20748,1788619
zip:20754,9127
zip:20755,17695
zip:20764,41849
zip:20769,31064
zip:20770,539477
zip:20772,1937477
zip:20774,3087306
zip:20779,5757
zip:20781,280883
zip:20782,650416
zip:20783,596118
zip:20784,412447
zip:20785,1326656
zip:20794,10713
zip:20814,359604
zip:20815,80904
zip:20816,30293
zip:20817,50570
zip:20832,69130
zip:20837,32956
zip:20842,55461
zip:20850,491629
zip:20851,54693
zip:20852,258215
zip:20853,12708
zip:20854,82224
zip:20871,143836
zip:20872,51037
zip:20874,795737
zip:20876,673
zip:20877,203617
zip:20878,650451
zip:20879,38081
zip:20882,5230
zip:20886,26409
zip:20889,4846
zip:20895,14643
zip:20901,222247
zip:20902,4663706
zip:20903,43955
zip:20904,9641770
zip:20905,29198
zip:20906,426530
zip:20910,268450
zip:20912,61690
zip:21001,1037537
zip:21009,696489
zip:21012,102704
zip:21014,348503
zip:21015,172686
zip:21028,27064
zip:21029,15111
zip:21030,349521
